code  ;parentCode;level;name                                                                                                                         ;shortName                                        ;notes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;validFrom ;validTo
47.242;47.24     ;5    ;Butikkhandel med sukkervarer                                                                                                 ;Butikkh. sukkervarer                             ;Inkluderer: Omfatter sjokolade, drops og iskrem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;1900-01-01;9999-12-31
47.251;47.25     ;5    ;Butikkhandel med vin og brennevin                                                                                            ;Butikkh. vin og brennevin                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.259;47.25     ;5    ;Butikkhandel med drikkevarer ellers                                                                                          ;Butikkh. drikkevarer el.                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.260;47.26     ;5    ;Butikkhandel med tobakksvarer                                                                                                ;Butikkh. tobakksvarer                            ;Inkluderer: Omfatter tobakk og tobakksvarer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;1900-01-01;9999-12-31
47.291;47.29     ;5    ;Butikkhandel med helsekost                                                                                                   ;Butikkh. helsekost                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.292;47.29     ;5    ;Butikkhandel med kaffe og te                                                                                                 ;Butikkh. kaffe og te                             ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.299;47.29     ;5    ;Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet sted                                                            ;Butikkh. nær.- og nytelsesmidler el.             ;Inkluderer: Omfatter blant annet meieriprodukter, egg og asiatiske varer Inkluderer også: Omfatter også salg av delikatessevarer og vinråstoffer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.300;47.30     ;5    ;Detaljhandel med drivstoff til motorvogner                                                                                   ;Detaljh. drivstoff til motorvogner               ;Inkluderer: Omfatter drivstoff til motorvogner Inkluderer også: Omfatter også smøre- og kjølemidler til motorvogner Ekskluderer: Engroshandel med drivstoff grupperes under: 46.71 Engroshandel med drivstoff og brensel. Detaljhandel med flaskegass til matlaging eller oppvarming grupperes under: 47.789 Butikkhandel ikke nevnt annet sted                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;1900-01-01;9999-12-31
47.410;47.41     ;5    ;Butikkhandel med datamaskiner og utstyr til datamaskiner                                                                     ;Butikkh. datamask. og tilleggsutst.              ;Inkluderer: Omfatter datamaskiner, utstyr til datamaskiner, videospillkonsoller, ferdigprodusert (ikke-kundespesifisert) programvare og videospill Ekskluderer: Butikkhandel med uinnspilte bånd og CD'er grupperes under: 47.63 Butikkhandel med innspillinger av musikk og video                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;1900-01-01;9999-12-31
47.420;47.42     ;5    ;Butikkhandel med telekommunikasjonsutstyr                                                                                    ;Butikkh. telekommunikasjonsutstyr                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
47.430;47.43     ;5    ;Butikkhandel med audio- og videoutstyr                                                                                       ;Butikkh. audio- og videoutstyr                   ;Inkluderer: Omfatter radio- og tv-utstyr, audio- og videoutstyr, CD- og DVD-spillere mv.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;1900-01-01;9999-12-31
47.510;47.51     ;5    ;Butikkhandel med tekstiler og utstyrsvarer                                                                                   ;Butikkh. tekstiler og utstyrsvarer               ;Inkluderer: Omfatter kjolestoffer, garn og grunnmaterialer til produksjon av gulv- og veggtepper, broderier, tekstiler, nåler og sytråd osv. og bredt utvalg av utstyrsvarer Ekskluderer: Butikkhandel med klær grupperes under: 47.71 Butikkhandel med klær                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;1900-01-01;9999-12-31
47.521;47.52     ;5    ;Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer                                                   ;Byggvarehus m.m.                                 ;Inkluderer: Omfatter byggevarehus                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;1900-01-01;9999-12-31
